transactionHash,amount0,amount1,sqrtPriceX96,liquidity,tick,timestamp
9de63be527ddeae2576c362d026d99e9b93b671713f58dbe4f1754d8be3e3c64,381141628072773076,-1251587912,4541237689125515029918770,3295675097753821315,-195348,2025-01-12 17:26:11
bbacd6af66e0f21047d1f655b749f1fabc2208e1a6b8a0e07747d76fd032685f,7492500000000000,-24603607,4541237097653792554094877,3295675097753821315,-195348,2025-01-12 17:26:35
431ea036af30f3dab1a7c442faec0f193c36b21285a152e31e6316633f5720f2,2166597437683919891,-7114327502,4541066068933167581101763,3295675097753821315,-195349,2025-01-12 17:26:47
b99eb5181837641693c7b3153061b3300528cf366c01e37f3358926b9274179b,29636029470490495,-97310357,4541063729588250412894066,3295675097753821315,-195349,2025-01-12 17:27:23
c1b6a009b1b6bcb3894091ea2b6a814e55c3c0a30b1d49b29e335e05df31c0c7,62541119347390414,-205354395,4541058792860292890886548,3295675097753821315,-195349,2025-01-12 17:27:59
d44f8c2d4e2c04e8179b06c93c193b867e7e5c3cf532225777b42d48c7980a3b,6247626236854251769,-20511893764,4540565686105406113088517,3295675097753821315,-195351,2025-01-12 17:28:35
d15c2da7a48ca27fd1dc85f9b322dc92e2ef2d9c4dc2b31a792e093d5dc2a452,4761189088984379265,-15628706970,4540189971358340132264161,3295675097753821315,-195353,2025-01-12 17:29:11
79f1f7bb6a4165114d2f1e0f6ff72f7335c10e3f0390f0efb869bb74b5812a68,3262756712985287115,-10708576590,4539932536744414359927498,3295675097753821315,-195354,2025-01-12 17:29:23
5e6da46b518c653500661ab1e4a949588e6b99c18606e4b6e16e182d10253912,257961522732932864,-846594445,4539912184579746264422326,3295675097753821315,-195354,2025-01-12 17:30:47
6a05a8f312985dba54947cf421ec59cf3730dbd61e726c83ef569ba8d12f6cb8,-98411341539502644,323294886,4539919952715844229017901,3295675097753821315,-195354,2025-01-12 17:31:11
947a0db6ae596f24b56a28be0361bda08367817b82bbc93e53ddcdaf75910ce1,9364534170620856796,-30728087406,4539181248252990016887777,3295675097753821315,-195357,2025-01-12 17:31:47
7cd3c75ad23b2c9e7f9ea6c49e662c5dfc1bfdaa6e3f6a5ec5a2507773df3ba2,468631946694232897,-1537471360,4539144287379369762974035,3295675097753821315,-195357,2025-01-12 17:31:47
53a1d97f2dffa3399f7e0e77051b8c83441d4cee42c9b5ae9ed462ff451331c5,1850846057033097638,-6071946535,4538998317539321144582528,3295675097753821315,-195358,2025-01-12 17:32:11
0eedd0d38aa7120036caadbbe289fcc0df4d94cd42ec7accacf7e97c112031b6,-465195988675074334,1527627792,4539035023411046366548408,3295675097753821315,-195358,2025-01-12 17:32:35
cd1c5a9d7a202c9064e48d1ba8fd76afe9f662f95ec5ea0b84052868b2c0e710,1853392915064833130,-6080008856,4538888859752458851821983,3295675097753821315,-195358,2025-01-12 17:32:35
46212a479d506ecb52278198cb6e181ffc84433719dd97aaef5505a831112cd0,13745409012780754793,-45079250933,4537805152738545567960343,3295675097753821315,-195363,2025-01-12 17:32:59
3cdb0d7c8dcd21c235f29d9949642e535fd24f280724a5f5b8121e2ba20a14a9,928977765876677273,-3045885900,4537731929518416137058825,3295675097753821315,-195363,2025-01-12 17:33:11
ebfb290db18ac179a7324d4c92fc0d6ed8e907652a689cb04e17d0fd44ea436b,2834264511800006654,-9292237506,4537508543753299249628980,3295675097753821315,-195364,2025-01-12 17:33:23
4a7672b993ed967f5daaa546a025fbd5115394c98acb5bf3e7128376a2b9bd9e,-98589082917722749,323535929,4537516317681195868901869,3295675097753821315,-195364,2025-01-12 17:33:23
ffb1626951010ed4f197f69d18d82b1f5405acbe33f657a68aa53bb874efc8e4,257961522732932864,-845693546,4537495987174158954840553,3295675097753821315,-195365,2025-01-12 17:33:59
aeab3d4d8a633f1804d232ac6984a929affe6c7c6da1e9fcc1eb1bd1f7b9ccc5,-9022500000000000000,29613213057,4538207534061150093355942,3295675097753821315,-195361,2025-01-12 17:34:11
83e28e4dc3f953d66d83113cc76be8096a0ffb2cee79a6071628150ee61aaab7,14449665102888291860,-47374115711,4537068658405268577328502,3295675097753821315,-195366,2025-01-12 17:35:11
c19245557d1de223ca12e5a406967f743123481a128da63be6bc23b35bbbdaad,-199065445661696600,653139756,4537084352060637431323499,3295675097753821315,-195366,2025-01-12 17:35:23
5a07a233ee57ba6bc98ea427f3c283839a69738dd594346dfe9e5c18564bcb1e,12950000000000000,-42447000,4537083331633024417585427,3295675097753821315,-195366,2025-01-12 17:35:23
8ca3b2336c0fa972e3de199ea59024b925ce8a9777848f3c8c999856bd24d7a1,-4666202795889700,15310000,4537083699502016520490171,3295675097753821315,-195366,2025-01-12 17:35:47
15510afbe26627808158a77e57e5d991b3a8d168edda46cfa3eb838c23231177,-7819849160575128523,25660730032,4537700276046310081198222,3295675097753821315,-195364,2025-01-12 17:35:59
1798ac935b9da09700aad1566e8a5b3ac063a016d13c543142e362ac279548e1,-365635907561895557,1200000000,4537729109670772751720322,3295675097753821315,-195363,2025-01-12 17:36:11
8f04459348b4932214206b349373f3678bd50571deb7e8e63acd17dea77a78bb,-35385950794733355,116135850,4537731900185342242912586,3295675097753821315,-195363,2025-01-12 17:36:35
e64c71f40b1351ba74c862718676d843f821b7c159b15948195aca52917a203a,-21595033740227760953,70901039895,4539435511817295356331843,3295675097753821315,-195356,2025-01-12 17:36:47
7bf2ccc9fc51897974d976aba278f82c784a0c368167395d973a85c1cf1c556e,-452016300226813135,1484633462,4539471184620378908250132,3295675097753821315,-195356,2025-01-12 17:36:59
8664d3a77b5b8d8ad785627274817e86f1e919c2867d1fe8a26f8fc7d4c801de,-16890861269020841280,55494239800,4540804601345571990997599,3295675097753821315,-195350,2025-01-12 17:37:11
11d6949f06828b33df9ed68776ccb46add21a0e20a992cd4878633d3863ab76f,4388652393217994835,-14407456420,4540458245511077360278612,3295675097753821315,-195351,2025-01-12 17:37:23
8ce89afb113b313840e2bd0614ee0ea6d5ccaf52224eee3220b39cbecdd7d8d5,-1462154576472007796,4804649781,4540573691733958066366423,3295675097753821315,-195351,2025-01-12 17:38:23
363dfa6b238413187017f9e457b33e7115c664dd1c724402d90315ea1c51159f,-7616728804709620052,25032574096,4541175174934616878606709,3295675097753821315,-195348,2025-01-12 17:38:47
b4d90ec7f1bfa30bfcd4f0434ae860a92db1067153304a8d88ed5f44b3c2f001,-99391253631163132,326695734,4541183024786370108366183,3295675097753821315,-195348,2025-01-12 17:38:59
d24be99922dd83202884f11dafec770f8d6f4d5bcf5a8a011fcea3a15bdf933b,-15452227249142421658,50804696478,4542403761069007323659275,3295675097753821315,-195343,2025-01-12 17:39:11
63beb7d1c6ccb0874bfd8d56d2692111ca6f24720103f1da152b1f28ca8d7959,-98354512223538051,323462945,4542411533243231075412663,3295675097753821315,-195343,2025-01-12 17:39:23
9f0ef118c07cdc71933d11114b11c93dfc40ed9634f277c55b988f5257717cc0,-79385178046543809,261078443,4542417806441362994184150,3295675097753821315,-195343,2025-01-12 17:39:47
2adb7e947f1533cfd863df608407573b9b04fa9bc095c1d941c9d6303f9d3376,150000000000000000,-492819532,4542405959039884167620923,3295675097753821315,-195343,2025-01-12 17:40:35
9bff31af6afa7ed6312892239e52feb7603e79e6984f0feda834be64a5695fa0,-118678085809562236,390302519,4542415337236749432909538,3295675097753821315,-195343,2025-01-12 17:41:35
1f8819666f3497f2d64bd015dd0cb62d0d16de8039464c4a724bdf8417c48564,-13525544138220355976,44492689994,4543484408498933539427048,3295675097753821315,-195338,2025-01-12 17:41:47
c0884ba079fd9a76904053cf5d917c8a45c522f547330d8b4f12f951b1c1219c,-4804551681231880751,15809760723,4543864285751861240194571,3295675097753821315,-195336,2025-01-12 17:42:11
e1e8bfa54a54ffa7be252b60716c5c2633a1c673d97ad96c501c8cb600647ebd,12166745243563030,-39998956,4543863324175341320000276,3295675097753821315,-195336,2025-01-12 17:44:47
b43bb67265fa9cc2b0f1b55f8abbafbe40be0a8cb95153262341fbd5de4b177f,-125869585577180127,414219278,4543873277044588516980369,3295675097753821315,-195336,2025-01-12 17:44:47
8716d5031a5c7ab3815972ff2844d669bbb52d8e694a9c774956b002e7cd12b9,-20903292395978558,68790000,4543874929932110839568048,3295675097753821315,-195336,2025-01-12 17:45:11
50ad99d2889a410499535424089dea5a683014b5b48b0acc529596dc66394e84,-531769295988271627,1750000000,4543916978967785567412777,3295675097753821315,-195336,2025-01-12 17:48:35
123411acf3e9e6faf6d15671041674624d3fbc2da30f5de231aaf04dd60b98b8,6000000000000000,-19725844,4543916504757679622792799,3295675097753821315,-195336,2025-01-12 17:48:59
f1066207011e8b6def26a7b4d70c331eb8698ecdd7c57b8e5bd1ed3fde0df542,-11190851533566602154,36835488931,4544801588636612865757464,3295675097753821315,-195332,2025-01-12 17:51:23
f9560b6703b2e8265b8c3adc038ec56dce16dd90d651a6a6778bb30b2cb73778,28191970654845884,-92721128,4544799359616936998682884,3295675097753821315,-195332,2025-01-12 17:52:23
511a4a748a80edc0820d836fc0156cabac2d327af011c3f8afee1cd88064cb7d,94293075540742343,-310121695,4544791904278841481273715,3295675097753821315,-195332,2025-01-12 17:55:47
2001a4b7651d94a051ed2a19da3085cb4ccfebfc8cf9fb40bfa4d7bb976040b7,9863515248832302,-32440182,4544791124415555431011964,3295675097753821315,-195332,2025-01-12 17:55:59
80aa0f6e7e659172d3e0cb8116a1e0ed2b42e001d081c8aab36d3bae8b8d4a33,276136032354392800,-908181145,4544769291704124249192687,3295675097753821315,-195332,2025-01-12 17:55:59
366536070be1f650c1743d8f2821dddd7dda2bf5d3e57aee0839ff91aff36da3,4486675777722125191,-14754962313,4544414581813921143686379,3295675097753821315,-195334,2025-01-12 17:56:11
bc38de3d44090a950aecdb0cc79cff70b01a62b45003370608465508e0ea77c6,28899999991235421,-95033592,4544412297202529559019355,3295675097753821315,-195334,2025-01-12 17:56:23
b667f6e241834f54f50a6e141746e243151ca6693fdb9cf852e23a8fdb75fcc0,1200000000000000000,-3945947149,4544317436473625203176936,3295675097753821315,-195334,2025-01-12 17:56:59
3e98804ee561616217b7b2205e2f95cee10749cbf7784894da16eccb7b331021,353407648110660537,-1162075182,4544289500139278525797734,3295675097753821315,-195335,2025-01-12 17:57:35
72ea4264733631bb51c51d4a8f950f7d81ed0e4065c895da2b8d72f445463001,-1822835410781733130,6000000000,4544433668261591878408234,3295675097753821315,-195334,2025-01-12 17:57:59
2010abe083d3f971f6cfe8a40c8089abcea31d29e00c7490932685bab835554a,65047364527923580,-213900786,4544428526078031492508137,3295675097753821315,-195334,2025-01-12 17:57:59
250aeca8d12fbb01961d6af726c314b4beca5311e7121f811ac7eb751f06cf40,76040538732008800,-250049963,4544422514866795457576397,3295675097753821315,-195334,2025-01-12 17:58:59
51f08432bb99e53c46ed4b2dec3ee65f346bdd88dd1fba87b2c7d05b53a5f9ff,355638067848202643,-1169463285,4544394400922158663487902,3295675097753821315,-195334,2025-01-12 17:59:23
f7d2639fbabd2a23948151b91435a5ef892ef9be38c9e26359688bf0414f4168,-116041577377510750,382673453,4542917694734761003177607,4124137105283375692,-195341,2025-01-12 16:07:11
9fbdee7d0d393452d4726552e32a020bfebd9a63861c6c95fdf3461ad83e6dcc,-924805562080115983,3049800483,4542976108214195795282921,4124137105283375692,-195340,2025-01-12 16:12:59
6dc2fb0a2277031e3a45f54e36ff70d41cc93d34e211b7890d15ab34e0bfb4cc,15041619881193109504,-49297053543,4542029070113890643689589,4124137105283375692,-195345,2025-01-12 16:13:11
50e0b93652579568c5e5ec7ab73833bc1f1b367404319b91c48cc09ffb823ac5,9437835975789848393,-30920850675,4541435054415603985394408,4124137105283375692,-195347,2025-01-12 16:13:23
78317bc6f9561643f43a310df0dc0b314d9947d6a4a20a2de522f15f02865680,9892461409992966933,-32401643660,4540812591431430116265052,4124137105283375692,-195350,2025-01-12 16:13:47
dd8113b903ddfb782ec96d40fe805b56630865b5e8f72c8c94b73cbd7af9fdf4,5812744040870825850,-19034846152,4540446915934733027495714,4124137105283375692,-195351,2025-01-12 16:14:23
d032fe4fc4d08200a8b622a01d9acb61c0af999a5272674be1e007c99fcbbe10,11142364048813031004,-36479048640,4539746122551703023357146,4124137105283375692,-195355,2025-01-12 16:17:23
0687261b5163eeada653c81e6f28dd639003b7c8054cbd23a90cab81348cdc6a,3748046965717315066,-12268221279,4539510439642897538614449,4124137105283375692,-195356,2025-01-12 16:17:59
58854c61a2c0fbe922d078bad548fe3ec27b4fc67d5770d6205fa277a8286210,14204025609596319744,-46481489776,4538617490904318613698906,4124137105283375692,-195360,2025-01-12 16:18:47
5d2f3aca871620202b198f8f1d636f3e71933ec7e2574f6a3dfa5d31192db5a2,14604479133369548800,-47772856366,4537697125262299611539404,4108923294086671023,-195364,2025-01-12 16:19:23
f7a9cb9925df71065263a44868763d7faef9b2313d76ba9d06a4842abb4d0d32,13891252545334814720,-45421824634,4536821302705817375255624,4108923294086671023,-195367,2025-01-12 16:19:59
9138dcfcad23e73fc681ff4e8eaae66dcc64a95491da6dc59b1929447baa7e50,-388210821969597414,1276362963,4536089504666398302745520,4108923294086671023,-195371,2025-01-12 16:24:47
1197dd046905c4a488e0e0ac8a3c79e76bf042b6a26ed48bcfd8a26e94fd115a,-21329424902914479,70127472,4536090852806067346525634,4108923294086671023,-195371,2025-01-12 16:35:59
85976981b86fd6eb0d291aa30c23a691dd65b78a4867927a75afce31af111a4c,-944488405009,3106,4536090852865764345858079,4108923294086671023,-195371,2025-01-12 16:37:35
25e615c3ddbdffbd3ff9a0ea5e8bae7968beefa3d803b5bd34197005e2401f5b,-161001715404662813,529347226,4536101029105947037423087,4108923294086671023,-195371,2025-01-12 16:51:35
dac463bd7e40ed53a55d7d02634f753d66eba097fa2fe136125ed65282412a3f,211934775244764640,-692631714,4536087673797489240301472,4108923294086671023,-195371,2025-01-12 16:54:35
a28b83fc9d1f3eea42fbd9e8aca57f18d96f3f332038908b5983ca6511877b6c,-90833397304791868,298644597,4536093414980220618720522,4108923294086671023,-195371,2025-01-12 17:05:47
ba1d370d8a464dc79494a8473fcf6c8700224d3b57a1d00a9f116ea7cf8f8dc8,-7305592607927811217,24022010434,4536555589680318896752162,4105612200074473855,-195369,2025-01-12 17:12:23
f2dfde6141d76b6fcd0ef26e51be2ce11a732705911cc553a31db5e358aa64a8,-24207909760291896680,79634652714,4538087731290086311209657,4105612200074473855,-195362,2025-01-12 17:13:35
fcf9fda159a998945520f1aa7d3147b2aadc1040587cc4516e6d83c9433543da,-9682974006081385376,31868295644,4538699770662776614158336,4120826011271178524,-195359,2025-01-12 17:15:35
83b225f2b780c6695bde6e104fcdf988ca428aa6ee62c8b84374871b25013ca5,-213292370244539013,702074169,4538701735490167428722074,4120826011271178524,-195359,2025-01-12 17:40:35
eeb5bc89cb5617e0fd5ac17b44b7300af963073f4e32c4ae9deafbed51423105,6072696100881736,-19869218,4538701353478968131804843,4120826011271178524,-195359,2025-01-12 17:50:47
7e7d478c5e0bc6eaa002f4049598d0322fe97b9bd2f69c7c28a67c9b1495924f,-91140585881629799,300000000,4538707104059881570188138,4120826011271178524,-195359,2025-01-12 17:51:59
1777da82f811e837c714060fce22205833da7a2ff8c2779a92119030048c18b1,-1230541887996184158,4050544875,4538782802605030216004452,4120826011271178524,-195359,2025-01-12 17:52:23
c0358ac289535dc772a28424509805e3063daf2495a78d177c905d3ddc0b2199,42653759429797339,-139563499,4538780119317847941149941,4120826011271178524,-195359,2025-01-12 17:53:47
32b8db89eca6df2f815fdf36b5e5ca1831daeefe09f2fad31b7c75143c8c29fe,-147533874430007651,485642405,4538789428404316012896266,4120826011271178524,-195359,2025-01-12 17:54:23
9d6dcaa2d70192a20dc8f198e07cea65ddd18350fb5b4589eadb933122a30e77,-273410453476967621,900000000,4538806680147056328046152,4120826011271178524,-195359,2025-01-12 17:54:23
4c7e87c4094a5e1180b2c05ebd4e163567f25306fdfabb0da4bdfb21325e202e,-35887935212682079,118134769,4538808944625535753740823,4120826011271178524,-195359,2025-01-12 17:56:59
